focus,category,token,initial_tier,repo,support_tier,path,repo_relative_path,count,first_line,reason
script_identity_lifecycle,script_class_other,Script.exists?,Preserve,scripts,primary,stage/scripts/scripts/autostart.lic,scripts/autostart.lic,4,161,Core public Script control surface.
script_identity_lifecycle,script_class_other,Script.exists?,Preserve,scripts,primary,stage/scripts/scripts/poolparty.lic,scripts/poolparty.lic,4,80,Core public Script control surface.
script_identity_lifecycle,global_lifecycle,start_script,Preserve,scripts,primary,stage/scripts/scripts/ForgeMaster.lic,scripts/ForgeMaster.lic,94,281,Public lifecycle helper observed across scripts.
script_identity_lifecycle,global_lifecycle,start_script,Preserve,scripts,primary,stage/scripts/scripts/alchemy.lic,scripts/alchemy.lic,53,73,Public lifecycle helper observed across scripts.
script_identity_lifecycle,global_lifecycle,start_script,Preserve,scripts,primary,stage/scripts/scripts/madwarrior.lic,scripts/madwarrior.lic,24,532,Public lifecycle helper observed across scripts.
script_identity_lifecycle,global_lifecycle,stop_script,Preserve,dr-scripts,primary,stage/dr-scripts/trade.lic,trade.lic,7,1661,Public lifecycle helper observed across scripts.
script_identity_lifecycle,global_lifecycle,stop_script,Preserve,dr-scripts,primary,stage/dr-scripts/hunting-buddy.lic,hunting-buddy.lic,4,180,Public lifecycle helper observed across scripts.
script_identity_lifecycle,global_lifecycle,stop_script,Preserve,dr-scripts,primary,stage/dr-scripts/safe-room.lic,safe-room.lic,3,132,Public lifecycle helper observed across scripts.
script_identity_lifecycle,global_lifecycle,before_dying,Preserve,scripts,primary,stage/scripts/scripts/go2.lic,scripts/go2.lic,26,986,Public lifecycle helper observed across scripts.
script_identity_lifecycle,global_lifecycle,before_dying,Preserve,scripts,primary,stage/scripts/scripts/ebounty.lic,scripts/ebounty.lic,9,453,Public lifecycle helper observed across scripts.
script_identity_lifecycle,global_lifecycle,before_dying,Preserve,scripts,primary,stage/scripts/scripts/BlackArts.lic,scripts/BlackArts.lic,5,4658,Public lifecycle helper observed across scripts.
script_identity_lifecycle,global_lifecycle,undo_before_dying,Preserve,scripts,primary,stage/scripts/scripts/ForgeMaster.lic,scripts/ForgeMaster.lic,1,170,Public lifecycle helper observed across scripts.
script_identity_lifecycle,global_lifecycle,undo_before_dying,Preserve,scripts,primary,stage/scripts/scripts/MyFletch.lic,scripts/MyFletch.lic,1,150,Public lifecycle helper observed across scripts.
script_identity_lifecycle,global_lifecycle,undo_before_dying,Preserve,scripts,primary,stage/scripts/scripts/bardwag.lic,scripts/bardwag.lic,1,472,Public lifecycle helper observed across scripts.
global_io_flow,global_io,echo,Preserve,dr-scripts,primary,stage/dr-scripts/combat-trainer.lic,combat-trainer.lic,400,8,High-use public script IO and flow helper.
global_io_flow,global_io,echo,Preserve,scripts,primary,stage/scripts/scripts/repository.lic,scripts/repository.lic,182,174,High-use public script IO and flow helper.
global_io_flow,global_io,echo,Preserve,scripts,primary,stage/scripts/scripts/uberfletch.lic,scripts/uberfletch.lic,137,332,High-use public script IO and flow helper.
global_io_flow,global_io,respond,Preserve,scripts,primary,stage/scripts/scripts/memory_profiler.lic,scripts/memory_profiler.lic,804,322,High-use public script IO and flow helper.
global_io_flow,global_io,respond,Preserve,scripts,primary,stage/scripts/scripts/resource.lic,scripts/resource.lic,288,453,High-use public script IO and flow helper.
global_io_flow,global_io,respond,Preserve,scripts,primary,stage/scripts/scripts/gemtracker.lic,scripts/gemtracker.lic,224,275,High-use public script IO and flow helper.
global_io_flow,global_io,put,Preserve,scripts,primary,stage/scripts/scripts/ForgeMaster.lic,scripts/ForgeMaster.lic,169,37,High-use public script IO and flow helper.
global_io_flow,global_io,put,Preserve,scripts,primary,stage/scripts/scripts/tdusk.lic,scripts/tdusk.lic,84,159,High-use public script IO and flow helper.
global_io_flow,global_io,put,Preserve,scripts,primary,stage/scripts/scripts/alchemy.lic,scripts/alchemy.lic,55,113,High-use public script IO and flow helper.
global_io_flow,global_io,fput,Preserve,scripts,primary,stage/scripts/scripts/rofl-questions.lic,scripts/rofl-questions.lic,580,34,High-use public script IO and flow helper.
global_io_flow,global_io,fput,Preserve,scripts,primary,stage/scripts/scripts/ForgeMaster.lic,scripts/ForgeMaster.lic,333,280,High-use public script IO and flow helper.
global_io_flow,global_io,fput,Preserve,scripts,primary,stage/scripts/scripts/madwarrior.lic,scripts/madwarrior.lic,233,432,High-use public script IO and flow helper.
global_io_flow,global_flow,get,Preserve,scripts,primary,stage/scripts/scripts/uberfletch.lic,scripts/uberfletch.lic,138,12,High-use public script IO and flow helper.
global_io_flow,global_flow,get,Preserve,scripts,primary,stage/scripts/scripts/madwarrior.lic,scripts/madwarrior.lic,133,190,High-use public script IO and flow helper.
global_io_flow,global_flow,get,Preserve,dr-scripts,primary,stage/dr-scripts/trade.lic,trade.lic,57,56,High-use public script IO and flow helper.
global_io_flow,global_flow,wait,Preserve,scripts,primary,stage/scripts/scripts/ForgeMaster.lic,scripts/ForgeMaster.lic,115,306,High-use public script IO and flow helper.
global_io_flow,global_flow,wait,Preserve,scripts,primary,stage/scripts/scripts/bigshot.lic,scripts/bigshot.lic,38,117,High-use public script IO and flow helper.
global_io_flow,global_flow,wait,Preserve,dr-scripts,primary,stage/dr-scripts/cast.lic,cast.lic,18,58,High-use public script IO and flow helper.
global_io_flow,global_flow,waitfor,Preserve,dr-scripts,primary,stage/dr-scripts/bescort.lic,bescort.lic,26,496,High-use public script IO and flow helper.
global_io_flow,global_flow,waitfor,Preserve,scripts,primary,stage/scripts/scripts/eforgery.lic,scripts/eforgery.lic,17,614,High-use public script IO and flow helper.
global_io_flow,global_flow,waitfor,Preserve,dr-scripts,primary,stage/dr-scripts/cleric-quests.lic,cleric-quests.lic,12,46,High-use public script IO and flow helper.
global_io_flow,global_flow,waitforre,Preserve,scripts,primary,stage/scripts/scripts/foreach.lic,scripts/foreach.lic,1,2105,High-use public script IO and flow helper.
global_io_flow,global_flow,waitforre,Preserve,scripts,primary,stage/scripts/spec/jinx/repos/core/assets/lich.rb,spec/jinx/repos/core/assets/lich.rb,6,3419,High-use public script IO and flow helper.
global_io_flow,global_flow,waitforre,Preserve,scripts,primary,stage/scripts/spec/jinx/repos/extras/assets/lich.rb,spec/jinx/repos/extras/assets/lich.rb,6,3419,High-use public script IO and flow helper.
global_io_flow,global_flow,match,Preserve,scripts,primary,stage/scripts/scripts/ForgeMaster.lic,scripts/ForgeMaster.lic,704,289,High-use public script IO and flow helper.
global_io_flow,global_flow,match,Preserve,scripts,primary,stage/scripts/scripts/eloot.lic,scripts/eloot.lic,50,36,High-use public script IO and flow helper.
global_io_flow,global_flow,match,Preserve,scripts,primary,stage/scripts/scripts/bodega.lic,scripts/bodega.lic,45,185,High-use public script IO and flow helper.
global_io_flow,global_flow,matchwait,Preserve,scripts,primary,stage/scripts/scripts/ForgeMaster.lic,scripts/ForgeMaster.lic,205,293,High-use public script IO and flow helper.
global_io_flow,global_flow,matchwait,Preserve,scripts,primary,stage/scripts/scripts/tdig.lic,scripts/tdig.lic,3,249,High-use public script IO and flow helper.
global_io_flow,global_flow,matchwait,Preserve,scripts,primary,stage/scripts/scripts/eg_docent.lic,scripts/eg_docent.lic,2,396,High-use public script IO and flow helper.
global_io_flow,global_flow,clear,Preserve,scripts,primary,stage/scripts/scripts/BlackArts.lic,scripts/BlackArts.lic,190,91,High-use public script IO and flow helper.
global_io_flow,global_flow,clear,Preserve,scripts,primary,stage/scripts/scripts/creaturebar.lic,scripts/creaturebar.lic,18,1086,High-use public script IO and flow helper.
global_io_flow,global_flow,clear,Preserve,scripts,primary,stage/scripts/scripts/escortgo2.lic,scripts/escortgo2.lic,14,340,High-use public script IO and flow helper.
global_io_flow,global_flow,pause,Preserve,dr-scripts,primary,stage/dr-scripts/bescort.lic,bescort.lic,47,71,High-use public script IO and flow helper.
global_io_flow,global_flow,pause,Preserve,scripts,primary,stage/scripts/scripts/tdusk.lic,scripts/tdusk.lic,36,69,High-use public script IO and flow helper.
global_io_flow,global_flow,pause,Preserve,scripts,primary,stage/scripts/scripts/treim.lic,scripts/treim.lic,29,84,High-use public script IO and flow helper.
settings_vars_identity,settings,Settings[,Preserve,scripts,primary,stage/scripts/scripts/repository.lic,scripts/repository.lic,73,1056,Broad script-facing persistence surface.
settings_vars_identity,settings,Settings[,Preserve,scripts,primary,stage/scripts/scripts/map.lic,scripts/map.lic,41,801,Broad script-facing persistence surface.
settings_vars_identity,settings,Settings[,Preserve,scripts,primary,stage/scripts/scripts/localchat.lic,scripts/localchat.lic,33,86,Broad script-facing persistence surface.
settings_vars_identity,settings,Settings.,Preserve,scripts,primary,stage/scripts/scripts/ewander.lic,scripts/ewander.lic,26,197,Broad script-facing persistence surface.
settings_vars_identity,settings,Settings.,Preserve,scripts,primary,stage/scripts/scripts/localchat.lic,scripts/localchat.lic,11,54,Broad script-facing persistence surface.
settings_vars_identity,settings,Settings.,Preserve,scripts,primary,stage/scripts/scripts/sellunder.lic,scripts/sellunder.lic,7,163,Broad script-facing persistence surface.
settings_vars_identity,settings,CharSettings[,Preserve,scripts,primary,stage/scripts/scripts/infomon.lic,scripts/infomon.lic,112,94,Broad script-facing persistence surface.
settings_vars_identity,settings,CharSettings[,Preserve,scripts,primary,stage/scripts/scripts/alchemy.lic,scripts/alchemy.lic,110,98,Broad script-facing persistence surface.
settings_vars_identity,settings,CharSettings[,Preserve,scripts,primary,stage/scripts/scripts/go2.lic,scripts/go2.lic,93,319,Broad script-facing persistence surface.
settings_vars_identity,settings,CharSettings.,Preserve,scripts,primary,stage/scripts/scripts/betazzherb.lic,scripts/betazzherb.lic,11,51,Broad script-facing persistence surface.
settings_vars_identity,settings,CharSettings.,Preserve,scripts,primary,stage/scripts/scripts/eforgery.lic,scripts/eforgery.lic,4,37,Broad script-facing persistence surface.
settings_vars_identity,settings,CharSettings.,Preserve,scripts,primary,stage/scripts/scripts/trix.lic,scripts/trix.lic,4,318,Broad script-facing persistence surface.
settings_vars_identity,settings,GameSettings[,Preserve,scripts,primary,stage/scripts/scripts/go2.lic,scripts/go2.lic,13,1081,Broad script-facing persistence surface.
settings_vars_identity,settings,GameSettings[,Preserve,scripts,primary,stage/scripts/scripts/foreach.lic,scripts/foreach.lic,6,938,Broad script-facing persistence surface.
settings_vars_identity,settings,GameSettings[,Preserve,dr-scripts,primary,stage/dr-scripts/dependency.lic,dependency.lic,4,613,Broad script-facing persistence surface.
settings_vars_identity,settings,GameSettings.,Preserve,scripts,primary,stage/scripts/spec/jinx/repos/core/assets/lich.rb,spec/jinx/repos/core/assets/lich.rb,11,2299,Broad script-facing persistence surface.
settings_vars_identity,settings,GameSettings.,Preserve,scripts,primary,stage/scripts/spec/jinx/repos/extras/assets/lich.rb,spec/jinx/repos/extras/assets/lich.rb,11,2299,Broad script-facing persistence surface.
settings_vars_identity,settings,GameSettings.,Preserve,lich_repo_mirror,legacy-risk,stage/lich_repo_mirror/lib/recaller.lic,lib/recaller.lic,2,22,Broad script-facing persistence surface.
settings_vars_identity,vars,Vars[,Preserve,scripts,primary,stage/scripts/scripts/spa.lic,scripts/spa.lic,27,534,Broad script-facing persistence surface.
settings_vars_identity,vars,Vars[,Preserve,scripts,primary,stage/scripts/scripts/loot-be-gone.lic,scripts/loot-be-gone.lic,19,53,Broad script-facing persistence surface.
settings_vars_identity,vars,Vars[,Preserve,scripts,primary,stage/scripts/scripts/vars.lic,scripts/vars.lic,9,44,Broad script-facing persistence surface.
settings_vars_identity,vars,Vars.,Preserve,scripts,primary,stage/scripts/scripts/loot-be-gone.lic,scripts/loot-be-gone.lic,16,150,Broad script-facing persistence surface.
settings_vars_identity,vars,Vars.,Preserve,scripts,primary,stage/scripts/scripts/eloot.lic,scripts/eloot.lic,9,5671,Broad script-facing persistence surface.
settings_vars_identity,vars,Vars.,Preserve,scripts,primary,stage/scripts/scripts/tdig.lic,scripts/tdig.lic,7,251,Broad script-facing persistence surface.
settings_vars_identity,vars,UserVars[,Preserve,scripts,primary,stage/scripts/scripts/isquelch.lic,scripts/isquelch.lic,11,44,Broad script-facing persistence surface.
settings_vars_identity,vars,UserVars[,Preserve,scripts,primary,stage/scripts/scripts/tdusk.lic,scripts/tdusk.lic,3,587,Broad script-facing persistence surface.
settings_vars_identity,vars,UserVars[,Preserve,lich_repo_mirror,legacy-risk,stage/lich_repo_mirror/lib/nuckystuff.lic,lib/nuckystuff.lic,3,773,Broad script-facing persistence surface.
settings_vars_identity,vars,UserVars.,Preserve,scripts,primary,stage/scripts/scripts/ForgeMaster.lic,scripts/ForgeMaster.lic,285,40,Broad script-facing persistence surface.
settings_vars_identity,vars,UserVars.,Preserve,scripts,primary,stage/scripts/scripts/tfish.lic,scripts/tfish.lic,283,35,Broad script-facing persistence surface.
settings_vars_identity,vars,UserVars.,Preserve,scripts,primary,stage/scripts/scripts/tdusk.lic,scripts/tdusk.lic,214,96,Broad script-facing persistence surface.
hooks_watchfor,hooks_watchfor,DownstreamHook.add,Preserve,scripts,primary,stage/scripts/scripts/infomon.lic,scripts/infomon.lic,11,148,Public hook registration or watchfor API.
hooks_watchfor,hooks_watchfor,DownstreamHook.add,Preserve,scripts,primary,stage/scripts/scripts/madwarrior.lic,scripts/madwarrior.lic,7,593,Public hook registration or watchfor API.
hooks_watchfor,hooks_watchfor,DownstreamHook.add,Preserve,scripts,primary,stage/scripts/scripts/alchemy.lic,scripts/alchemy.lic,5,221,Public hook registration or watchfor API.
hooks_watchfor,hooks_watchfor,DownstreamHook.remove,Preserve,scripts,primary,stage/scripts/scripts/madwarrior.lic,scripts/madwarrior.lic,16,579,Public hook registration or watchfor API.
hooks_watchfor,hooks_watchfor,DownstreamHook.remove,Preserve,scripts,primary,stage/scripts/scripts/infomon.lic,scripts/infomon.lic,11,137,Public hook registration or watchfor API.
hooks_watchfor,hooks_watchfor,DownstreamHook.remove,Preserve,scripts,primary,stage/scripts/scripts/treim.lic,scripts/treim.lic,7,491,Public hook registration or watchfor API.
hooks_watchfor,hooks_watchfor,UpstreamHook.add,Preserve,dr-scripts,primary,stage/dr-scripts/automap.lic,automap.lic,1,22,Public hook registration or watchfor API.
hooks_watchfor,hooks_watchfor,UpstreamHook.add,Preserve,scripts,primary,stage/scripts/scripts/0net.lic,scripts/0net.lic,1,1225,Public hook registration or watchfor API.
hooks_watchfor,hooks_watchfor,UpstreamHook.add,Preserve,scripts,primary,stage/scripts/scripts/BlackArts.lic,scripts/BlackArts.lic,1,4656,Public hook registration or watchfor API.
hooks_watchfor,hooks_watchfor,UpstreamHook.remove,Preserve,scripts,primary,stage/scripts/scripts/0net.lic,scripts/0net.lic,5,1194,Public hook registration or watchfor API.
hooks_watchfor,hooks_watchfor,UpstreamHook.remove,Preserve,scripts,primary,stage/scripts/scripts/lnet.lic,scripts/lnet.lic,5,1271,Public hook registration or watchfor API.
hooks_watchfor,hooks_watchfor,UpstreamHook.remove,Preserve,dr-scripts,primary,stage/dr-scripts/automap.lic,automap.lic,2,21,Public hook registration or watchfor API.
hooks_watchfor,hooks_watchfor,watchfor,Preserve,scripts,primary,stage/scripts/spec/jinx/repos/core/assets/lich.rb,spec/jinx/repos/core/assets/lich.rb,10,2695,Public hook registration or watchfor API.
hooks_watchfor,hooks_watchfor,watchfor,Preserve,scripts,primary,stage/scripts/spec/jinx/repos/extras/assets/lich.rb,spec/jinx/repos/extras/assets/lich.rb,10,2695,Public hook registration or watchfor API.
hooks_watchfor,hooks_watchfor,Watchfor.new,Preserve,scripts,primary,stage/scripts/scripts/echild.lic,scripts/echild.lic,1,392,Public hook registration or watchfor API.
hooks_watchfor,hooks_watchfor,Watchfor.new,Preserve,lich_repo_mirror,legacy-risk,stage/lich_repo_mirror/lib/child2.lic,lib/child2.lic,1,111,Public hook registration or watchfor API.
hooks_watchfor,hooks_watchfor,Watchfor.new,Preserve,lich_repo_mirror,legacy-risk,stage/lich_repo_mirror/lib/child2_maaghara.lic,lib/child2_maaghara.lic,1,113,Public hook registration or watchfor API.
legacy_script_state,script_buffers_state,Script.current.vars,Warn / Deprecate,scripts,primary,stage/scripts/scripts/eherbs.lic,scripts/eherbs.lic,74,1301,Preserve legacy behavior while routing mutation through runtime services.
legacy_script_state,script_buffers_state,Script.current.vars,Warn / Deprecate,scripts,primary,stage/scripts/scripts/egemhoarder.lic,scripts/egemhoarder.lic,43,78,Preserve legacy behavior while routing mutation through runtime services.
legacy_script_state,script_buffers_state,Script.current.vars,Warn / Deprecate,scripts,primary,stage/scripts/scripts/spa.lic,scripts/spa.lic,40,82,Preserve legacy behavior while routing mutation through runtime services.
legacy_script_state,script_buffers_state,Script.current.want_downstream,Warn / Deprecate,scripts,primary,stage/scripts/scripts/tags.lic,scripts/tags.lic,6,258,Preserve legacy behavior while routing mutation through runtime services.
legacy_script_state,script_buffers_state,Script.current.want_downstream,Warn / Deprecate,scripts,primary,stage/scripts/scripts/BlackArts.lic,scripts/BlackArts.lic,3,4351,Preserve legacy behavior while routing mutation through runtime services.
legacy_script_state,script_buffers_state,Script.current.want_downstream,Warn / Deprecate,scripts,primary,stage/scripts/scripts/crits.lic,scripts/crits.lic,3,39,Preserve legacy behavior while routing mutation through runtime services.
legacy_script_state,script_buffers_state,Script.current.want_downstream_xml,Warn / Deprecate,scripts,primary,stage/scripts/scripts/tags.lic,scripts/tags.lic,6,259,Preserve legacy behavior while routing mutation through runtime services.
legacy_script_state,script_buffers_state,Script.current.want_downstream_xml,Warn / Deprecate,scripts,primary,stage/scripts/scripts/looploot.lic,scripts/looploot.lic,4,94,Preserve legacy behavior while routing mutation through runtime services.
legacy_script_state,script_buffers_state,Script.current.want_downstream_xml,Warn / Deprecate,scripts,primary,stage/scripts/scripts/spa.lic,scripts/spa.lic,4,246,Preserve legacy behavior while routing mutation through runtime services.
legacy_script_state,script_buffers_state,Script.current.want_upstream,Warn / Deprecate,scripts,primary,stage/scripts/scripts/log.lic,scripts/log.lic,1,126,Preserve legacy behavior while routing mutation through runtime services.
legacy_script_state,script_buffers_state,Script.current.want_upstream,Warn / Deprecate,scripts,primary,stage/scripts/scripts/logxml.lic,scripts/logxml.lic,1,62,Preserve legacy behavior while routing mutation through runtime services.
legacy_script_state,script_buffers_state,Script.current.want_upstream,Warn / Deprecate,lich_repo_mirror,legacy-risk,stage/lich_repo_mirror/lib/raceprof.lic,lib/raceprof.lic,1,198,Preserve legacy behavior while routing mutation through runtime services.
legacy_script_state,script_buffers_state,Script.current.want_script_output,Warn / Deprecate,scripts,primary,stage/scripts/scripts/log.lic,scripts/log.lic,2,57,Preserve legacy behavior while routing mutation through runtime services.
legacy_script_state,script_buffers_state,Script.current.want_script_output,Warn / Deprecate,scripts,primary,stage/scripts/scripts/logxml.lic,scripts/logxml.lic,2,44,Preserve legacy behavior while routing mutation through runtime services.
legacy_script_state,script_buffers_state,Script.current.silent,Warn / Deprecate,scripts,primary,stage/scripts/scripts/voln-favor.lic,scripts/voln-favor.lic,6,234,Preserve legacy behavior while routing mutation through runtime services.
legacy_script_state,script_buffers_state,Script.current.silent,Warn / Deprecate,scripts,primary,stage/scripts/scripts/eherbs.lic,scripts/eherbs.lic,3,2851,Preserve legacy behavior while routing mutation through runtime services.
legacy_script_state,script_buffers_state,Script.current.silent,Warn / Deprecate,scripts,primary,stage/scripts/scripts/go2.lic,scripts/go2.lic,3,245,Preserve legacy behavior while routing mutation through runtime services.
legacy_script_state,script_buffers_state,Script.current.hidden,Warn / Deprecate,scripts,primary,stage/scripts/spec/jinx/repos/core/assets/lich.rb,spec/jinx/repos/core/assets/lich.rb,2,4422,Preserve legacy behavior while routing mutation through runtime services.
legacy_script_state,script_buffers_state,Script.current.hidden,Warn / Deprecate,scripts,primary,stage/scripts/spec/jinx/repos/extras/assets/lich.rb,spec/jinx/repos/extras/assets/lich.rb,2,4422,Preserve legacy behavior while routing mutation through runtime services.
legacy_script_state,script_buffers_state,Script.current.jump_label,Warn / Deprecate,scripts,primary,stage/scripts/spec/jinx/repos/core/assets/lich.rb,spec/jinx/repos/core/assets/lich.rb,5,2553,Preserve legacy behavior while routing mutation through runtime services.
legacy_script_state,script_buffers_state,Script.current.jump_label,Warn / Deprecate,scripts,primary,stage/scripts/spec/jinx/repos/extras/assets/lich.rb,spec/jinx/repos/extras/assets/lich.rb,5,2553,Preserve legacy behavior while routing mutation through runtime services.
legacy_script_state,script_buffers_state,Script.current.downstream_buffer,Warn / Deprecate,scripts,primary,stage/scripts/scripts/log.lic,scripts/log.lic,1,143,Preserve legacy behavior while routing mutation through runtime services.
legacy_script_state,script_buffers_state,Script.current.downstream_buffer,Warn / Deprecate,scripts,primary,stage/scripts/scripts/logxml.lic,scripts/logxml.lic,1,81,Preserve legacy behavior while routing mutation through runtime services.
legacy_script_state,script_buffers_state,Script.current.downstream_buffer,Warn / Deprecate,scripts,primary,stage/scripts/spec/jinx/repos/core/assets/lich.rb,spec/jinx/repos/core/assets/lich.rb,16,4848,Preserve legacy behavior while routing mutation through runtime services.
storage_capability,storage_direct,File.open,Compat in legacy; constrained in Box,scripts,primary,stage/scripts/scripts/lich5-update.lic,scripts/lich5-update.lic,15,27,Too common to break in legacy mode; future isolated mode should declare storage boundaries.
storage_capability,storage_direct,File.open,Compat in legacy; constrained in Box,scripts,primary,stage/scripts/scripts/repository.lic,scripts/repository.lic,13,1052,Too common to break in legacy mode; future isolated mode should declare storage boundaries.
storage_capability,storage_direct,File.open,Compat in legacy; constrained in Box,dr-scripts,primary,stage/dr-scripts/download-prime-map.lic,download-prime-map.lic,11,112,Too common to break in legacy mode; future isolated mode should declare storage boundaries.
storage_capability,storage_direct,File.read,Compat in legacy; constrained in Box,scripts,primary,stage/scripts/scripts/bodega.lic,scripts/bodega.lic,6,489,Too common to break in legacy mode; future isolated mode should declare storage boundaries.
storage_capability,storage_direct,File.read,Compat in legacy; constrained in Box,scripts,primary,stage/scripts/scripts/cartograph.lic,scripts/cartograph.lic,3,162,Too common to break in legacy mode; future isolated mode should declare storage boundaries.
storage_capability,storage_direct,File.read,Compat in legacy; constrained in Box,scripts,primary,stage/scripts/scripts/jinx.lic,scripts/jinx.lic,3,304,Too common to break in legacy mode; future isolated mode should declare storage boundaries.
storage_capability,storage_direct,File.write,Compat in legacy; constrained in Box,scripts,primary,stage/scripts/scripts/BlackArts.lic,scripts/BlackArts.lic,4,6023,Too common to break in legacy mode; future isolated mode should declare storage boundaries.
storage_capability,storage_direct,File.write,Compat in legacy; constrained in Box,scripts,primary,stage/scripts/scripts/Killtracker.lic,scripts/Killtracker.lic,4,95,Too common to break in legacy mode; future isolated mode should declare storage boundaries.
storage_capability,storage_direct,File.write,Compat in legacy; constrained in Box,scripts,primary,stage/scripts/scripts/bigshot.lic,scripts/bigshot.lic,4,1499,Too common to break in legacy mode; future isolated mode should declare storage boundaries.
storage_capability,storage_direct,File.binread,Compat in legacy; constrained in Box,dr-scripts,primary,stage/dr-scripts/dependency.lic,dependency.lic,1,655,Too common to break in legacy mode; future isolated mode should declare storage boundaries.
storage_capability,storage_direct,File.binread,Compat in legacy; constrained in Box,scripts,primary,stage/scripts/scripts/jinx.lic,scripts/jinx.lic,1,2553,Too common to break in legacy mode; future isolated mode should declare storage boundaries.
storage_capability,storage_direct,File.binread,Compat in legacy; constrained in Box,scripts,primary,stage/scripts/scripts/log_search.lic,scripts/log_search.lic,1,285,Too common to break in legacy mode; future isolated mode should declare storage boundaries.
storage_capability,storage_direct,SQLite3::Database.new,Compat in legacy; constrained in Box,scripts,primary,stage/scripts/spec/jinx/repos/core/assets/lich.rb,spec/jinx/repos/core/assets/lich.rb,4,665,Too common to break in legacy mode; future isolated mode should declare storage boundaries.
storage_capability,storage_direct,SQLite3::Database.new,Compat in legacy; constrained in Box,scripts,primary,stage/scripts/spec/jinx/repos/extras/assets/lich.rb,spec/jinx/repos/extras/assets/lich.rb,4,665,Too common to break in legacy mode; future isolated mode should declare storage boundaries.
storage_capability,storage_direct,SQLite3::Database.new,Compat in legacy; constrained in Box,lich_repo_mirror,legacy-risk,stage/lich_repo_mirror/lib/atlas.lic,lib/atlas.lic,1,118,Too common to break in legacy mode; future isolated mode should declare storage boundaries.
storage_capability,storage_direct,Sequel.sqlite,Compat in legacy; constrained in Box,scripts,primary,stage/scripts/scripts/gemtracker.lic,scripts/gemtracker.lic,1,77,Too common to break in legacy mode; future isolated mode should declare storage boundaries.
storage_capability,storage_direct,Sequel.sqlite,Compat in legacy; constrained in Box,scripts,primary,stage/scripts/scripts/ledger.lic,scripts/ledger.lic,1,406,Too common to break in legacy mode; future isolated mode should declare storage boundaries.
storage_capability,storage_direct,Sequel.sqlite,Compat in legacy; constrained in Box,lich_repo_mirror,legacy-risk,stage/lich_repo_mirror/dragonrealms/lib/stormsync.lic,dragonrealms/lib/stormsync.lic,1,442,Too common to break in legacy mode; future isolated mode should declare storage boundaries.
storage_capability,storage_direct,Zlib::GzipReader.open,Compat in legacy; constrained in Box,dr-scripts,primary,stage/dr-scripts/download-prime-map.lic,download-prime-map.lic,1,119,Too common to break in legacy mode; future isolated mode should declare storage boundaries.
