repo,support_tier,path,repo_relative_path,latest_date_signal,category,token,count,first_line
scripts,primary,stage/scripts/scripts/BlackArts.lic,scripts/BlackArts.lic,2025-07-30,global_flow,waitfor,7,4031
scripts,primary,stage/scripts/scripts/BlackArts.lic,scripts/BlackArts.lic,2025-07-30,global_flow,match,12,4146
scripts,primary,stage/scripts/scripts/BlackArts.lic,scripts/BlackArts.lic,2025-07-30,global_flow,wait,7,4405
scripts,primary,stage/scripts/scripts/BlackArts.lic,scripts/BlackArts.lic,2025-07-30,global_flow,reget,2,8773
scripts,primary,stage/scripts/scripts/BlackArts.lic,scripts/BlackArts.lic,2025-07-30,global_io,respond,37,74
scripts,primary,stage/scripts/scripts/BlackArts.lic,scripts/BlackArts.lic,2025-07-30,global_io,echo,19,3985
scripts,primary,stage/scripts/scripts/BlackArts.lic,scripts/BlackArts.lic,2025-07-30,global_io,fput,39,4020
scripts,primary,stage/scripts/scripts/BlackArts.lic,scripts/BlackArts.lic,2025-07-30,global_io,multifput,3,4242
scripts,primary,stage/scripts/scripts/BlackArts.lic,scripts/BlackArts.lic,2025-07-30,global_io,put,19,4242
scripts,primary,stage/scripts/scripts/BlackArts.lic,scripts/BlackArts.lic,2025-07-30,global_movement,out,15,47
scripts,primary,stage/scripts/scripts/BlackArts.lic,scripts/BlackArts.lic,2025-07-30,global_movement,up,11,56
scripts,primary,stage/scripts/scripts/BlackArts.lic,scripts/BlackArts.lic,2025-07-30,global_movement,down,4,4030
scripts,primary,stage/scripts/scripts/BlackArts.lic,scripts/BlackArts.lic,2025-07-30,global_movement,move,5,4449
scripts,primary,stage/scripts/scripts/BlackArts.lic,scripts/BlackArts.lic,2025-07-30,settings,CharSettings.,1,5583
scripts,primary,stage/scripts/scripts/BlackArts.lic,scripts/BlackArts.lic,2025-07-30,vars,UserVars.,40,4128
scripts,primary,stage/scripts/scripts/BlackArts.lic,scripts/BlackArts.lic,2025-07-30,hooks_watchfor,DownstreamHook.add,2,4358
scripts,primary,stage/scripts/scripts/BlackArts.lic,scripts/BlackArts.lic,2025-07-30,hooks_watchfor,DownstreamHook.remove,3,4362
scripts,primary,stage/scripts/scripts/BlackArts.lic,scripts/BlackArts.lic,2025-07-30,hooks_watchfor,UpstreamHook.add,1,4656
scripts,primary,stage/scripts/scripts/BlackArts.lic,scripts/BlackArts.lic,2025-07-30,hooks_watchfor,UpstreamHook.remove,1,4659
scripts,primary,stage/scripts/scripts/BlackArts.lic,scripts/BlackArts.lic,2025-07-30,script_buffers_state,Script.current.want_downstream,3,4351
scripts,primary,stage/scripts/scripts/BlackArts.lic,scripts/BlackArts.lic,2025-07-30,script_buffers_state,Script.current.want_downstream_xml,3,4352
scripts,primary,stage/scripts/scripts/BlackArts.lic,scripts/BlackArts.lic,2025-07-30,script_buffers_state,Script.current.vars,9,9031
scripts,primary,stage/scripts/scripts/BlackArts.lic,scripts/BlackArts.lic,2025-07-30,storage_direct,File.write,4,6023
scripts,primary,stage/scripts/scripts/CombatLog.lic,scripts/CombatLog.lic,,global_lifecycle,before_dying,1,208
scripts,primary,stage/scripts/scripts/CombatLog.lic,scripts/CombatLog.lic,,global_flow,match,2,154
scripts,primary,stage/scripts/scripts/CombatLog.lic,scripts/CombatLog.lic,,global_flow,get,1,479
scripts,primary,stage/scripts/scripts/CombatLog.lic,scripts/CombatLog.lic,,global_flow,reget,8,483
scripts,primary,stage/scripts/scripts/CombatLog.lic,scripts/CombatLog.lic,,global_io,echo,26,216
scripts,primary,stage/scripts/scripts/CombatLog.lic,scripts/CombatLog.lic,,global_movement,down,9,44
scripts,primary,stage/scripts/scripts/CombatLog.lic,scripts/CombatLog.lic,,global_movement,out,10,46
scripts,primary,stage/scripts/scripts/CombatLog.lic,scripts/CombatLog.lic,,global_movement,up,5,59
scripts,primary,stage/scripts/scripts/CombatLog.lic,scripts/CombatLog.lic,,storage_direct,File.write,3,203
scripts,primary,stage/scripts/scripts/ECTracker.lic,scripts/ECTracker.lic,,script_class,Script.current,4,323
scripts,primary,stage/scripts/scripts/ECTracker.lic,scripts/ECTracker.lic,,script_class_other,Script.current,4,323
scripts,primary,stage/scripts/scripts/ECTracker.lic,scripts/ECTracker.lic,,global_lifecycle,before_dying,1,347
scripts,primary,stage/scripts/scripts/ECTracker.lic,scripts/ECTracker.lic,,global_flow,get,1,314
scripts,primary,stage/scripts/scripts/ECTracker.lic,scripts/ECTracker.lic,,global_movement,out,1,5
scripts,primary,stage/scripts/scripts/ECTracker.lic,scripts/ECTracker.lic,,global_movement,up,2,26
scripts,primary,stage/scripts/scripts/ECTracker.lic,scripts/ECTracker.lic,,vars,UserVars.,21,35
scripts,primary,stage/scripts/scripts/ECTracker.lic,scripts/ECTracker.lic,,script_buffers_state,Script.current.vars,4,323
scripts,primary,stage/scripts/scripts/ECTracker.lic,scripts/ECTracker.lic,,storage_direct,File.write,2,347
scripts,primary,stage/scripts/scripts/ForgeMaster.lic,scripts/ForgeMaster.lic,,global_lifecycle,before_dying,1,168
scripts,primary,stage/scripts/scripts/ForgeMaster.lic,scripts/ForgeMaster.lic,,global_lifecycle,undo_before_dying,1,170
scripts,primary,stage/scripts/scripts/ForgeMaster.lic,scripts/ForgeMaster.lic,,global_lifecycle,start_script,94,281
scripts,primary,stage/scripts/scripts/ForgeMaster.lic,scripts/ForgeMaster.lic,,global_flow,get,40,10
scripts,primary,stage/scripts/scripts/ForgeMaster.lic,scripts/ForgeMaster.lic,,global_flow,match,704,289
scripts,primary,stage/scripts/scripts/ForgeMaster.lic,scripts/ForgeMaster.lic,,global_flow,matchwait,205,293
scripts,primary,stage/scripts/scripts/ForgeMaster.lic,scripts/ForgeMaster.lic,,global_flow,wait,115,306
scripts,primary,stage/scripts/scripts/ForgeMaster.lic,scripts/ForgeMaster.lic,,global_flow,clear,11,337
scripts,primary,stage/scripts/scripts/ForgeMaster.lic,scripts/ForgeMaster.lic,,global_flow,pause,10,718
scripts,primary,stage/scripts/scripts/ForgeMaster.lic,scripts/ForgeMaster.lic,,global_io,put,169,37
scripts,primary,stage/scripts/scripts/ForgeMaster.lic,scripts/ForgeMaster.lic,,global_io,respond,121,161
scripts,primary,stage/scripts/scripts/ForgeMaster.lic,scripts/ForgeMaster.lic,,global_io,echo,4,189
scripts,primary,stage/scripts/scripts/ForgeMaster.lic,scripts/ForgeMaster.lic,,global_io,multifput,150,218
scripts,primary,stage/scripts/scripts/ForgeMaster.lic,scripts/ForgeMaster.lic,,global_io,fput,333,280
scripts,primary,stage/scripts/scripts/ForgeMaster.lic,scripts/ForgeMaster.lic,,global_movement,up,6,4
scripts,primary,stage/scripts/scripts/ForgeMaster.lic,scripts/ForgeMaster.lic,,global_movement,down,10,350
scripts,primary,stage/scripts/scripts/ForgeMaster.lic,scripts/ForgeMaster.lic,,global_movement,out,44,402
scripts,primary,stage/scripts/scripts/ForgeMaster.lic,scripts/ForgeMaster.lic,,settings,CharSettings.,1,13
scripts,primary,stage/scripts/scripts/ForgeMaster.lic,scripts/ForgeMaster.lic,,vars,UserVars.,285,40
scripts,primary,stage/scripts/scripts/Killtracker.lic,scripts/Killtracker.lic,2025-09-21,script_class,Script.current,6,76
scripts,primary,stage/scripts/scripts/Killtracker.lic,scripts/Killtracker.lic,2025-09-21,script_class_other,Script.current,6,76
scripts,primary,stage/scripts/scripts/Killtracker.lic,scripts/Killtracker.lic,2025-09-21,global_lifecycle,before_dying,1,1142
scripts,primary,stage/scripts/scripts/Killtracker.lic,scripts/Killtracker.lic,2025-09-21,global_flow,wait,2,64
scripts,primary,stage/scripts/scripts/Killtracker.lic,scripts/Killtracker.lic,2025-09-21,global_flow,get,2,117
scripts,primary,stage/scripts/scripts/Killtracker.lic,scripts/Killtracker.lic,2025-09-21,global_flow,match,3,437
scripts,primary,stage/scripts/scripts/Killtracker.lic,scripts/Killtracker.lic,2025-09-21,global_io,echo,39,64
scripts,primary,stage/scripts/scripts/Killtracker.lic,scripts/Killtracker.lic,2025-09-21,global_io,respond,52,447
scripts,primary,stage/scripts/scripts/Killtracker.lic,scripts/Killtracker.lic,2025-09-21,global_movement,down,2,463
scripts,primary,stage/scripts/scripts/Killtracker.lic,scripts/Killtracker.lic,2025-09-21,global_movement,up,3,918
scripts,primary,stage/scripts/scripts/Killtracker.lic,scripts/Killtracker.lic,2025-09-21,global_movement,out,1,988
scripts,primary,stage/scripts/scripts/Killtracker.lic,scripts/Killtracker.lic,2025-09-21,hooks_watchfor,DownstreamHook.add,1,1140
scripts,primary,stage/scripts/scripts/Killtracker.lic,scripts/Killtracker.lic,2025-09-21,hooks_watchfor,UpstreamHook.add,1,1141
scripts,primary,stage/scripts/scripts/Killtracker.lic,scripts/Killtracker.lic,2025-09-21,hooks_watchfor,DownstreamHook.remove,1,1142
scripts,primary,stage/scripts/scripts/Killtracker.lic,scripts/Killtracker.lic,2025-09-21,hooks_watchfor,UpstreamHook.remove,1,1142
scripts,primary,stage/scripts/scripts/Killtracker.lic,scripts/Killtracker.lic,2025-09-21,script_buffers_state,Script.current.vars,2,1152
scripts,primary,stage/scripts/scripts/Killtracker.lic,scripts/Killtracker.lic,2025-09-21,reflection_eval,send,5,1088
scripts,primary,stage/scripts/scripts/Killtracker.lic,scripts/Killtracker.lic,2025-09-21,storage_direct,File.write,4,95
scripts,primary,stage/scripts/scripts/Killtracker.lic,scripts/Killtracker.lic,2025-09-21,storage_direct,File.open,3,690
scripts,primary,stage/scripts/scripts/MyFletch.lic,scripts/MyFletch.lic,,global_lifecycle,before_dying,4,148
scripts,primary,stage/scripts/scripts/MyFletch.lic,scripts/MyFletch.lic,,global_lifecycle,undo_before_dying,1,150
scripts,primary,stage/scripts/scripts/MyFletch.lic,scripts/MyFletch.lic,,global_lifecycle,start_script,1,409
scripts,primary,stage/scripts/scripts/MyFletch.lic,scripts/MyFletch.lic,,global_flow,get,6,285
scripts,primary,stage/scripts/scripts/MyFletch.lic,scripts/MyFletch.lic,,global_flow,clear,2,387
scripts,primary,stage/scripts/scripts/MyFletch.lic,scripts/MyFletch.lic,,global_io,respond,1,141
scripts,primary,stage/scripts/scripts/MyFletch.lic,scripts/MyFletch.lic,,global_io,echo,4,169
scripts,primary,stage/scripts/scripts/MyFletch.lic,scripts/MyFletch.lic,,global_io,fput,20,282
scripts,primary,stage/scripts/scripts/MyFletch.lic,scripts/MyFletch.lic,,global_io,multifput,5,284
scripts,primary,stage/scripts/scripts/MyFletch.lic,scripts/MyFletch.lic,,global_io,toggle_upstream,1,356
scripts,primary,stage/scripts/scripts/MyFletch.lic,scripts/MyFletch.lic,,global_io,upstream_get,1,379
scripts,primary,stage/scripts/scripts/MyFletch.lic,scripts/MyFletch.lic,,global_io,put,6,436
scripts,primary,stage/scripts/scripts/MyFletch.lic,scripts/MyFletch.lic,,global_movement,move,3,276
scripts,primary,stage/scripts/scripts/MyFletch.lic,scripts/MyFletch.lic,,settings,CharSettings.,1,14
scripts,primary,stage/scripts/scripts/MyFletch.lic,scripts/MyFletch.lic,,vars,UserVars.,58,36
scripts,primary,stage/scripts/scripts/MyFletch.lic,scripts/MyFletch.lic,,hooks_watchfor,DownstreamHook.add,1,374
scripts,primary,stage/scripts/scripts/MyFletch.lic,scripts/MyFletch.lic,,hooks_watchfor,DownstreamHook.remove,1,377
scripts,primary,stage/scripts/scripts/SpellWindows.lic,scripts/SpellWindows.lic,2025-08-23,script_class,Script.current,4,63
scripts,primary,stage/scripts/scripts/SpellWindows.lic,scripts/SpellWindows.lic,2025-08-23,script_class,Script.running,1,396
scripts,primary,stage/scripts/scripts/SpellWindows.lic,scripts/SpellWindows.lic,2025-08-23,script_class_other,Script.current,4,63
scripts,primary,stage/scripts/scripts/SpellWindows.lic,scripts/SpellWindows.lic,2025-08-23,script_class_other,Script.running?,1,396
scripts,primary,stage/scripts/scripts/SpellWindows.lic,scripts/SpellWindows.lic,2025-08-23,global_lifecycle,before_dying,1,150
scripts,primary,stage/scripts/scripts/SpellWindows.lic,scripts/SpellWindows.lic,2025-08-23,global_flow,clear,8,66
scripts,primary,stage/scripts/scripts/SpellWindows.lic,scripts/SpellWindows.lic,2025-08-23,global_flow,match,6,139
scripts,primary,stage/scripts/scripts/SpellWindows.lic,scripts/SpellWindows.lic,2025-08-23,global_flow,get,1,464
scripts,primary,stage/scripts/scripts/SpellWindows.lic,scripts/SpellWindows.lic,2025-08-23,global_io,respond,55,99
scripts,primary,stage/scripts/scripts/SpellWindows.lic,scripts/SpellWindows.lic,2025-08-23,global_io,echo,2,213
scripts,primary,stage/scripts/scripts/SpellWindows.lic,scripts/SpellWindows.lic,2025-08-23,global_movement,down,1,196
scripts,primary,stage/scripts/scripts/SpellWindows.lic,scripts/SpellWindows.lic,2025-08-23,global_movement,up,2,464
scripts,primary,stage/scripts/scripts/SpellWindows.lic,scripts/SpellWindows.lic,2025-08-23,global_movement,out,1,465
scripts,primary,stage/scripts/scripts/SpellWindows.lic,scripts/SpellWindows.lic,2025-08-23,spell,Spell.active,4,175
scripts,primary,stage/scripts/scripts/SpellWindows.lic,scripts/SpellWindows.lic,2025-08-23,hooks_watchfor,DownstreamHook.add,1,148
scripts,primary,stage/scripts/scripts/SpellWindows.lic,scripts/SpellWindows.lic,2025-08-23,hooks_watchfor,UpstreamHook.add,1,149
scripts,primary,stage/scripts/scripts/SpellWindows.lic,scripts/SpellWindows.lic,2025-08-23,hooks_watchfor,UpstreamHook.remove,1,150
scripts,primary,stage/scripts/scripts/SpellWindows.lic,scripts/SpellWindows.lic,2025-08-23,hooks_watchfor,DownstreamHook.remove,1,150
scripts,primary,stage/scripts/scripts/SpellWindows.lic,scripts/SpellWindows.lic,2025-08-23,script_buffers_state,Script.current.vars,1,694
scripts,primary,stage/scripts/scripts/SpellWindows.lic,scripts/SpellWindows.lic,2025-08-23,storage_direct,File.write,2,120
scripts,primary,stage/scripts/scripts/absorb.lic,scripts/absorb.lic,,script_class,Script.start,1,115
scripts,primary,stage/scripts/scripts/absorb.lic,scripts/absorb.lic,,script_class_other,Script.start,1,115
scripts,primary,stage/scripts/scripts/absorb.lic,scripts/absorb.lic,,exec_script,ExecScript.start,1,119
scripts,primary,stage/scripts/scripts/absorb.lic,scripts/absorb.lic,,global_flow,pause,1,67
scripts,primary,stage/scripts/scripts/absorb.lic,scripts/absorb.lic,,global_flow,clear,1,103
scripts,primary,stage/scripts/scripts/absorb.lic,scripts/absorb.lic,,global_io,echo,12,40
scripts,primary,stage/scripts/scripts/absorb.lic,scripts/absorb.lic,,global_io,fput,2,70
scripts,primary,stage/scripts/scripts/alchemy.lic,scripts/alchemy.lic,2022-02-09,script_class_other,Script.exists?,2,72
scripts,primary,stage/scripts/scripts/alchemy.lic,scripts/alchemy.lic,2022-02-09,global_lifecycle,start_script,53,73
scripts,primary,stage/scripts/scripts/alchemy.lic,scripts/alchemy.lic,2022-02-09,global_flow,clear,9,36
scripts,primary,stage/scripts/scripts/alchemy.lic,scripts/alchemy.lic,2022-02-09,global_flow,get,46,288
scripts,primary,stage/scripts/scripts/alchemy.lic,scripts/alchemy.lic,2022-02-09,global_flow,waitfor,6,1546
scripts,primary,stage/scripts/scripts/alchemy.lic,scripts/alchemy.lic,2022-02-09,global_flow,match,2,1929
scripts,primary,stage/scripts/scripts/alchemy.lic,scripts/alchemy.lic,2022-02-09,global_flow,wait,1,2181
scripts,primary,stage/scripts/scripts/alchemy.lic,scripts/alchemy.lic,2022-02-09,global_flow,reget,1,2308
scripts,primary,stage/scripts/scripts/alchemy.lic,scripts/alchemy.lic,2022-02-09,global_io,echo,113,60
scripts,primary,stage/scripts/scripts/alchemy.lic,scripts/alchemy.lic,2022-02-09,global_io,put,55,113
scripts,primary,stage/scripts/scripts/alchemy.lic,scripts/alchemy.lic,2022-02-09,global_io,fput,33,460
scripts,primary,stage/scripts/scripts/alchemy.lic,scripts/alchemy.lic,2022-02-09,global_io,respond,9,1050
scripts,primary,stage/scripts/scripts/alchemy.lic,scripts/alchemy.lic,2022-02-09,global_movement,move,5,42
scripts,primary,stage/scripts/scripts/alchemy.lic,scripts/alchemy.lic,2022-02-09,global_movement,up,8,766
scripts,primary,stage/scripts/scripts/alchemy.lic,scripts/alchemy.lic,2022-02-09,global_movement,out,7,1403
scripts,primary,stage/scripts/scripts/alchemy.lic,scripts/alchemy.lic,2022-02-09,global_movement,down,4,1570
scripts,primary,stage/scripts/scripts/alchemy.lic,scripts/alchemy.lic,2022-02-09,settings,CharSettings[,110,98
scripts,primary,stage/scripts/scripts/alchemy.lic,scripts/alchemy.lic,2022-02-09,vars,UserVars.,32,60
scripts,primary,stage/scripts/scripts/alchemy.lic,scripts/alchemy.lic,2022-02-09,hooks_watchfor,DownstreamHook.remove,5,215
scripts,primary,stage/scripts/scripts/alchemy.lic,scripts/alchemy.lic,2022-02-09,hooks_watchfor,DownstreamHook.add,5,221
scripts,primary,stage/scripts/scripts/alias.lic,scripts/alias.lic,2025-01-31,script_class,Script.current,2,23
scripts,primary,stage/scripts/scripts/alias.lic,scripts/alias.lic,2025-01-31,script_class,Script.open_file,1,58
scripts,primary,stage/scripts/scripts/alias.lic,scripts/alias.lic,2025-01-31,script_class_other,Script.current,2,23
scripts,primary,stage/scripts/scripts/alias.lic,scripts/alias.lic,2025-01-31,script_class_other,Script.open_file,1,58
scripts,primary,stage/scripts/scripts/alias.lic,scripts/alias.lic,2025-01-31,global_flow,clear,1,400
scripts,primary,stage/scripts/scripts/alias.lic,scripts/alias.lic,2025-01-31,global_io,respond,18,51
scripts,primary,stage/scripts/scripts/alias.lic,scripts/alias.lic,2025-01-31,global_io,echo,2,291
scripts,primary,stage/scripts/scripts/alias.lic,scripts/alias.lic,2025-01-31,hooks_watchfor,UpstreamHook.list,1,49
scripts,primary,stage/scripts/scripts/alias.lic,scripts/alias.lic,2025-01-31,hooks_watchfor,UpstreamHook.remove,2,50
scripts,primary,stage/scripts/scripts/alias.lic,scripts/alias.lic,2025-01-31,hooks_watchfor,UpstreamHook.add,1,509
scripts,primary,stage/scripts/scripts/alias.lic,scripts/alias.lic,2025-01-31,script_buffers_state,Script.current.vars,2,23
scripts,primary,stage/scripts/scripts/alias.lic,scripts/alias.lic,2025-01-31,reflection_eval,send,1,432
scripts,primary,stage/scripts/scripts/alteration.lic,scripts/alteration.lic,2023-03-04,global_flow,get,1,62
scripts,primary,stage/scripts/scripts/alteration.lic,scripts/alteration.lic,2023-03-04,global_io,respond,24,62
scripts,primary,stage/scripts/scripts/alteration.lic,scripts/alteration.lic,2023-03-04,global_movement,up,3,34
scripts,primary,stage/scripts/scripts/alteration.lic,scripts/alteration.lic,2023-03-04,global_movement,down,1,46
scripts,primary,stage/scripts/scripts/arenatimer.lic,scripts/arenatimer.lic,2017-08-19,global_flow,get,1,41
scripts,primary,stage/scripts/scripts/arenatimer.lic,scripts/arenatimer.lic,2017-08-19,global_io,send_to_script,1,78
scripts,primary,stage/scripts/scripts/arenatimer.lic,scripts/arenatimer.lic,2017-08-19,global_movement,out,1,80
scripts,primary,stage/scripts/scripts/armor.lic,scripts/armor.lic,2018-05-15,global_lifecycle,before_dying,1,1266
scripts,primary,stage/scripts/scripts/armor.lic,scripts/armor.lic,2018-05-15,global_io,respond,31,1277
scripts,primary,stage/scripts/scripts/assess.lic,scripts/assess.lic,,global_lifecycle,before_dying,1,42
scripts,primary,stage/scripts/scripts/assess.lic,scripts/assess.lic,,global_flow,match,2,35
scripts,primary,stage/scripts/scripts/assess.lic,scripts/assess.lic,,global_io,fput,1,43
scripts,primary,stage/scripts/scripts/assess.lic,scripts/assess.lic,,global_movement,out,1,38
scripts,primary,stage/scripts/scripts/assess.lic,scripts/assess.lic,,hooks_watchfor,DownstreamHook.add,1,33
scripts,primary,stage/scripts/scripts/assess.lic,scripts/assess.lic,,hooks_watchfor,DownstreamHook.remove,1,42
scripts,primary,stage/scripts/scripts/attunecheck.lic,scripts/attunecheck.lic,2026-01-06,global_flow,get,2,245
scripts,primary,stage/scripts/scripts/attunecheck.lic,scripts/attunecheck.lic,2026-01-06,global_io,echo,5,53
scripts,primary,stage/scripts/scripts/autoreact.lic,scripts/autoreact.lic,2021-08-08,global_flow,waitfor,1,15
scripts,primary,stage/scripts/scripts/autoreact.lic,scripts/autoreact.lic,2021-08-08,global_flow,match,1,16
scripts,primary,stage/scripts/scripts/autoreact.lic,scripts/autoreact.lic,2021-08-08,global_io,respond,1,17
scripts,primary,stage/scripts/scripts/autoreact.lic,scripts/autoreact.lic,2021-08-08,global_io,fput,1,18
scripts,primary,stage/scripts/scripts/autostart.lic,scripts/autostart.lic,2026-05-07,script_class,Script.run,5,19
scripts,primary,stage/scripts/scripts/autostart.lic,scripts/autostart.lic,2026-05-07,script_class,Script.start,3,149
scripts,primary,stage/scripts/scripts/autostart.lic,scripts/autostart.lic,2026-05-07,script_class,Script.running,4,161
scripts,primary,stage/scripts/scripts/autostart.lic,scripts/autostart.lic,2026-05-07,script_class_other,Script.run,5,19
